Band Number,Date,Time,Site,Bander,Species,Age,Sex,Mass,Wing Chord,Culmen,r1 Length,r5 Width,r1-5 wear,Gorget,Throat,Grooves,Comments
9100-23821,07/19/2012,11:58,MP1,FCE,CAHU,AHY,F,3.2,41.8,16.0,20.8,,,,,,
9100-23822,07/19/2012,12:30,MP1,FCE,CAHU,AHY,M,2.7,37.3,14.0,18.1,,,,,,
9100-23823,07/20/2012,10:16,HOLZ,FCE,CAHU,AHY,F,2.7,43.1,16.0,21.0,,,,,,
9100-23824,07/20/2012,10:40,HOLZ,FCE,CAHU,AHY,M,2.7,39.9,14.1,18.7,,,,,,
9100-23825,07/20/2012,11:25,HOLZ,FCE,CAHU,AHY,F,2.8,44.5,16.2,21.5,,,,,,
9100-23826,07/20/2012,10:40,HOLZ,FCE,RUHU,AHY,F,3.2,44.3,18.0,27.1,,,,,,
9100-23827,07/20/2012,12:05,HOLZ,FCE,RUHU,AHY,F,4.2,44.4,17.7,28.2,,,,,,
9100-23828,07/20/2012,12:05,HOLZ,FCE,RUHU,AHY,F,3.1,43.5,18.1,27.0,,,,,,
9100-23829,07/20/2012,15:15,GNMTN,TBE,RUHU,AHY,F,4.4,44.4,17.2,25.0,,,,,,
9100-23830,07/20/2012,15:15,GNMTN,FCE,RUHU,AHY,F,3.5,43.0,17.2,27.1,,,,,,
9100-23831,07/20/2012,17:00,GNMTN,FCE,BTLH,AHY,M,4.3,50.1,18.2,31.2,,,,,,
9100-23832,07/21/2012,15:17,MCGC,FCE,RUHU,AHY,F,3.8,43.8,17.1,26.1,,,,,,
9100-23833,07/21/2012,17:00,MCGC,FCE,RUHU,HY,F,3.7,43.7,18.0,26.0,,,,,,
9100-23834,07/21/2012,17:40,MCGC,FCE,BTLH,HY,M,4.1,48.3,17.0,30.0,,,,,,
9100-23835,07/21/2012,17:40,MCGC,FCE,RUHU,HY,F,4.5,44.4,17.0,,,,,,,r1-2 missing
9100-23836,07/22/2012,13:00,CC3,FCE,RUHU,AHY,F,3.3,44.7,17.0,27.1,,,,,,
9100-23837,07/22/2012,7:00,MCGC,TBE,RUHU,AHY,F,3.6,,,,,,,,,
9100-23838,07/22/2012,7:00,MCGC,TBE,BTLH,HY,M,3.9,47.3,18.0,29.1,,,,,,
9100-23839,07/22/2012,8:23,MCGC,FCE,RUHU,AHY,F,4.4,43.6,18.1,27.1,,,,,,
9100-23840,07/22/2012,9:05,MCGC,FCE,RUHU,AHY,F,3.7,44.3,18.8,27.5,,,,,,
9100-23841,07/24/2012,6:15,MCGC,FCE,RUHU,AHY,F,4.2,44.3,17.0,26.1,,,,,,
9100-23842,07/24/2012,6:50,MCGC,FCE,RUHU,AHY,F,3.6,42.6,18.2,26.0,,,,,,
9100-23843,07/25/2012,15:45,MP1,FCE,BTLH,AHY,M,3.6,49.8,19.0,31.0,,,,,,
9100-23844,07/25/2012,15:45,MP1,FCE,BTLH,AHY,M,4.1,48.9,18.1,30.5,,,,,,
9100-23845,07/25/2012,16:02,MP1,FCE,BTLH,AHY,M,3.8,50.3,17.8,30.2,,,,,,
9100-23846,07/25/2012,16:12,MP1,FCE,BTLH,AHY,M,3.6,50.7,17.2,32.0,,,,,,
9100-23847,07/25/2012,16:27,MP1,FCE,BTLH,AHY,M,3.6,49.5,17.9,31.1,,,,,,
9100-23848,07/25/2012,16:27,MP1,FCE,BTLH,AHY,M,3.6,49.1,18.4,32.0,,,,,,
9100-23849,07/25/2012,17:15,MP1,FCE,BTLH,AHY,M,3.5,48.5,17.2,31.1,,,,,,
9100-23850,07/26/2012,10:11,CC3,FCE,BTLH,AHY,M,3.6,50.0,17.3,32.3,,,,,,
9100-23851,07/21/2012,15:02,MCGC,FCE,RUHU,AHY,M,3.8,39.3,16.0,27.8,,,,,,
9100-23852,07/21/2012,17:40,MCGC,FCE,RUHU,AHY,M,4.7,41.4,16.7,28.6,,,,,,fat
9100-23853,07/22/2012,8:23,MCGC,FCE,RUHU,AHY,M,4.8,40.9,17.2,28.0,,,,,,fat
9100-23854,07/22/2012,9:20,MCGC,FCE,RUHU,AHY,M,3.9,40.3,16.8,26.0,,,,,,
9100-23855,07/22/2012,9:55,MCGC,FCE,RUHU,AHY,M,3.5,40.7,15.7,29.3,,,,,,
9100-23857,07/24/2012,6:15,MCGC,FCE,RUHU,AHY,M,4.7,39.2,16.0,27.5,,,,,,
9100-23858,07/24/2012,6:38,MCGC,FCE,RUHU,AHY,M,3.6,38.7,16.0,26.9,,,,,,
9100-23859,07/24/2012,7:20,MCGC,FCE,RUHU,HY,M,4.1,41.8,15.9,26.0,,,,,,
9100-23860,07/25/2012,15:35,MP1,FCE,RUHU,AHY,M,3.7,39.8,16.0,27.5,,,,,,
9100-23861,07/20/2012,16:25,GNMTN,FCE,BTLH,AHY,F,3.4,49.8,19.2,30.0,,,,,,
9100-23862,07/20/2012,16:25,GNMTN,TBE,BTLH,AHY,F,3.9,48.9,19.5,31.0,,,,,,
9100-23863,07/20/2012,16:45,GNMTN,FCE,BTLH,AHY,F,3.6,48.7,19.0,28.0,,,,,,
9100-23864,07/20/2012,16:45,GNMTN,FCE,BTLH,AHY,F,3.7,49.8,20.0,29.5,,,,,,
9100-23865,07/20/2012,17:10,GNMTN,FCE,BTLH,AHY,F,3.9,50.6,19.0,31.2,,,,,,
9100-23866,07/20/2012,17:10,GNMTN,FCE,BTLH,AHY,F,3.5,50.9,19.2,29.6,,,,,,
9100-23867,07/20/2012,18:20,KV1,FCE,BTLH,AHY,F,4.0,49.7,19.0,30.0,,,,,,
9100-23868,07/20/2012,18:40,KV1,FCE,BTLH,HY,F,3.5,50.6,17.8,30.0,,,,,,
9100-23869,07/20/2012,18:42,KV1,FCE,BTLH,AHY,F,3.6,49.2,18.0,30.1,,,,,,
9100-23870,07/20/2012,18:54,KV1,FCE,BTLH,AHY,F,3.8,50.1,18.8,29.1,,,,,,fat
9100-23871,07/20/2012,15:15,GNMTN,FCE,BTLH,AHY,F,4.3,50.2,18.1,30.5,,,,,,
9100-23872,07/20/2012,15:50,GNMTN,FCE,BTLH,AHY,F,3.7,49.7,19.1,31.0,,,,,,
9100-23873,07/20/2012,15:50,GNMTN,FCE,BTLH,AHY,F,3.5,51.2,18.1,30.5,,,,,,
9100-23874,07/20/2012,15:50,GNMTN,FCE,BTLH,AHY,F,3.2,48.4,17.9,29.8,,,,,,
9100-23875,07/20/2012,16:25,GNMTN,FCE,BTLH,AHY,F,3.6,50.0,19.0,28.0,,,,,,
9100-23876,07/21/2012,15:17,MCGC,FCE,BTLH,AHY,F,3.6,50.1,19.1,30.0,,,,,,
9100-23877,07/21/2012,17:00,MCGC,FCE,BTLH,HY,F,3.6,49.9,19.0,30.0,,,,,,
9100-23878,07/21/2012,15:17,MCGC,FCE,BTLH,AHY,F,3.6,50.1,18.1,30.0,,,,,,
9100-23879,07/21/2012,15:17,MCGC,FCE,BTLH,AHY,F,3.4,48.4,19.5,28.5,,,,,,
9100-23880,07/21/2012,17:00,MCGC,FCE,BTLH,AHY,F,3.8,50.2,19.2,29.0,,,,,,
9100-23881,07/20/2012,19:00,KV1,FCE,BTLH,AHY,F,3.4,50.7,18.3,30.2,,,,,,
9100-23882,07/20/2012,19:04,KV1,TBE,BTLH,AHY,F,3.5,47.5,17.5,27.5,,,,,,
9100-23883,07/20/2012,19:12,KV1,TBE,BTLH,AHY,F,3.9,50.9,19.9,31.0,,,,,,
9100-23884,07/20/2012,19:28,KV1,TBE,BTLH,AHY,F,3.5,49.7,18.0,32.0,,,,,,
9100-23885,07/22/2012,7:00,MCGC,FCE,BTLH,HY,F,3.8,49.7,19.0,30.1,,,,,,
9100-23886,07/22/2012,7:00,MCGC,FCE,BTLH,AHY,F,3.2,50.1,18.0,30.0,,,,,,
9100-23887,07/22/2012,7:00,MCGC,FCE,BTLH,AHY,F,3.6,49.2,19.0,29.9,,,,,,
9100-23888,07/22/2012,7:35,MCGC,FCE,BTLH,AHY,F,4.6,50.2,20.0,29.5,,,,,,fat
9100-23889,07/22/2012,7:35,MCGC,FCE,BTLH,AHY,F,3.4,50.9,18.1,29.4,,,,,,
9100-23890,07/22/2012,7:35,MCGC,TBE,BTLH,AHY,F,3.5,49.5,19.5,31.2,,,,,,
9100-23892,07/20/2012,15:15,GNMTN,TBE,CAHU,AHY,M,2.4,38.4,12.4,17.2,,,,,,
9100-23893,07/21/2012,17:00,MCGC,FCE,CAHU,AHY,M,2.9,39.3,14.0,18.6,,,,,,
9100-23894,07/22/2012,8:45,MCGC,FCE,CAHU,AHY,M,2.9,39.8,13.5,18.1,,,,,,
9100-23896,07/25/2012,15:45,MP1,FCE,CAHU,AHY,F,3.2,43.3,16.1,21.4,,,,,,
9100-23897,07/25/2012,16:02,MP1,FCE,CAHU,AHY,M,3.2,39.2,14.6,19.1,,,,,,
9100-23898,07/26/2012,19:03,MCGC,FCE,CAHU,AHY,M,3.6,40.0,14.2,18.0,,,,,,
9100-23899,07/26/2012,19:45,MCGC,FCE,CAHU,AHY,F,3.2,42.9,16.0,21.1,,,,,,
9100-23900,08/01/2012,9:47,HPK2,FCE,CAHU,HY,F,2.5,44.2,14.5,21.8,,,,,,
9100-23901,07/22/2012,7:55,MCGC,FCE,BTLH,HY,F,3.5,48.6,18.0,29.0,,,,,,
9100-23902,07/22/2012,8:43,MCGC,FCE,BTLH,HY,F,3.8,49.7,19.0,29.5,,,,,,
9100-23903,07/22/2012,8:43,MCGC,TBE,BTLH,AHY,F,4.8,48.7,18.1,30.0,,,,,,fat
9100-23904,07/22/2012,8:43,MCGC,FCE,BTLH,AHY,F,3.7,51.4,19.6,30.1,,,,,,
9100-23905,07/22/2012,9:05,MCGC,FCE,BTLH,HY,F,3.7,48.7,17.5,31.5,,,,,,
9100-23906,07/22/2012,9:50,MCGC,FCE,BTLH,AHY,F,3.4,50.0,18.8,29.5,,,,,,
9100-23907,07/22/2012,9:55,MCGC,FCE,BTLH,AHY,F,4.5,49.7,18.8,30.0,,,,,,
9100-23918,07/24/2012,6:50,MCGC,FCE,BTLH,AHY,F,3.7,50.6,19.8,31.0,,,,,,
9100-23919,07/24/2012,6:50,MCGC,FCE,BTLH,HY,F,4.0,48.6,19.0,27.8,,,,,,
9100-23920,07/24/2012,6:50,MCGC,FCE,BTLH,AHY,F,3.4,50.4,19.2,30.6,,,,,,
9100-23921,07/24/2012,6:50,MCGC,TBE,BTLH,AHY,F,3.6,47.8,18.0,29.5,,,,,,
9100-23922,07/24/2012,7:20,MCGC,FCE,BTLH,HY,F,3.4,48.0,18.1,29.1,,,,,,
9100-23923,07/24/2012,7:20,MCGC,FCE,BTLH,AHY,F,3.1,48.7,17.6,29.8,,,,,,
9100-23924,07/25/2012,9:13,HPK2,FCE,BTLH,AHY,F,3.7,51.2,19.0,30.2,,,,,,
9100-23925,07/25/2012,9:48,HPK2,FCE,BTLH,AHY,F,3.8,50.7,19.2,30.0,,,,,,
9100-23926,07/25/2012,10:36,HPK2,FCE,BTLH,AHY,F,3.8,51.0,18.8,30.4,,,,,,
9100-23927,07/25/2012,10:45,HPK2,FCE,BTLH,AHY,F,4.4,51.2,19.0,29.1,,,,,,
9100-23928,07/25/2012,10:55,HPK2,FCE,BTLH,AHY,F,3.6,50.6,19.1,30.1,,,,,,
9100-23929,07/25/2012,11:03,HPK2,FCE,BTLH,AHY,F,4.0,51.4,19.8,31.5,,,,,,fat
9100-23930,07/25/2012,11:04,HPK2,FCE,BTLH,AHY,F,3.9,50.7,19.0,30.9,,,,,,
9100-23931,07/25/2012,11:18,HPK2,FCE,BTLH,AHY,F,3.4,50.8,19.2,,,,,,,r1 and 2 missing
9100-23932,07/25/2012,11:35,HPK2,FCE,BTLH,AHY,F,3.4,49.5,20.8,30.9,,,,,,former L13936
9100-23933,07/25/2012,11:40,HPK2,FCE,BTLH,AHY,F,3.4,50.9,18.2,30.0,,,,,,
9100-23934,07/25/2012,11:54,HPK2,FCE,BTLH,AHY,F,3.9,50.0,18.4,30.1,,,,,,
9100-23935,07/25/2012,12:01,HPK2,FCE,BTLH,AHY,F,3.2,50.9,18.9,28.1,,,,,,
9100-23936,07/25/2012,15:25,MP1,FCE,BTLH,AHY,F,3.6,49.6,19.3,29.6,,,,,,
9100-23937,07/25/2012,15:25,MP1,FCE,BTLH,AHY,F,3.9,50.9,20.1,32.1,,,,,,
9100-23938,07/25/2012,16:12,MP1,FCE,BTLH,AHY,F,4.4,51.5,19.9,32.0,,,,,,
9100-23939,07/25/2012,16:12,MP1,FCE,BTLH,AHY,F,3.7,49.0,18.0,30.0,,,,,,
9100-23940,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,4.6,50.1,20.1,30.5,,,,,,
9100-23941,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,4.1,50.1,19.0,30.3,,,,,,fat
9100-23942,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,3.5,49.5,18.2,28.8,,,,,,
9100-23943,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,4.1,49.9,18.1,30.8,,,,,,
9100-23944,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,3.6,51.6,19.2,31.1,,,,,,
9100-23945,07/25/2012,16:25,MP1,FCE,BTLH,AHY,F,4.4,51.5,19.1,30.8,,,,,,
9100-23946,07/25/2012,16:27,MP1,FCE,BTLH,AHY,F,3.5,50.5,18.0,30.4,,,,,,
9100-23947,07/25/2012,16:27,MP1,FCE,BTLH,AHY,F,3.7,50.2,17.8,31.0,,,,,,
9100-23948,07/25/2012,17:05,MP1,FCE,BTLH,AHY,F,3.5,48.7,18.0,29.0,,,,,,
9100-23949,07/25/2012,17:05,MP1,FCE,BTLH,AHY,F,3.8,50.2,18.7,31.0,,,,,,
9100-23950,07/26/2012,9:46,CC3,FCE,BTLH,AHY,F,3.9,49.5,18.7,28.5,,,,,,fat
9100-23951,07/26/2012,18:10,MCGC,FCE,RUHU,HY,M,4.9,42.3,17.2,25.2,,,,,,fat
9100-23952,07/27/2012,10:45,HOLZ,FCE,RUHU,AHY,M,4.3,41.9,16.8,28.0,,,,,,
9100-23953,07/27/2012,13:22,GNMTN,FCE,RUHU,AHY,M,3.9,41.0,15.3,26.5,,,,,,
9100-23954,07/27/2012,15:25,GNMTN,FCE,RUHU,AHY,M,3.9,40.5,16.7,28.9,,,,,,
9100-23955,07/28/2012,16:50,MCGC,FCE,RUHU,AHY,M,3.6,41.5,16.0,27.1,,,,,,
9100-23956,07/28/2012,17:15,MCGC,FCE,RUHU,AHY,M,3.5,40.6,17.0,28.9,,,,,,
9100-23957,08/01/2012,9:33,HPK2,FCE,RUHU,AHY,M,4.4,40.2,15.8,26.0,,,,,,
9100-23958,08/02/2012,14:36,GNMTN,FCE,RUHU,HY,M,3.5,42.7,18.0,27.0,,,,,,
9100-23959,08/04/2012,6:19,MCGC,FCE,RUHU,HY,M,3.2,42.4,17.0,,,,,,,r1-3 missing
9100-23960,08/05/2012,10:00,HPK2,FCE,RUHU,HY,M,3.6,42.7,17.0,27.6,,,,,,
9100-23961,07/26/2012,18:10,MCGC,TBE,RUHU,AHY,F,4.0,43.0,16.7,27.5,,,,,,
9100-23962,07/26/2012,18:10,MCGC,TBE,RUHU,AHY,F,3.4,42.4,17.1,26.5,,,,,,
9100-23963,07/26/2012,18:42,MCGC,FCE,RUHU,AHY,F,4.5,43.7,17.1,26.5,,,,,,fat
9100-23964,07/26/2012,19:30,MCGC,FCE,RUHU,AHY,F,3.8,45.6,18.1,25.0,,,,,,
9100-23965,07/27/2012,9:20,HOLZ,TBE,RUHU,AHY,F,4.7,43.8,16.5,30.0,,,,,,
9100-23966,07/27/2012,9:28,HOLZ,TBE,RUHU,AHY,F,3.5,43.7,16.0,24.9,,,,,,
9100-23967,07/27/2012,9:39,HOLZ,FCE,RUHU,AHY,F,3.7,44.9,17.4,27.2,,,,,,
9100-23968,07/27/2012,10:00,HOLZ,FCE,RUHU,HY,F,3.9,44.5,17.8,25.0,,,,,,
9100-23969,07/27/2012,10:20,HOLZ,FCE,RUHU,AHY,F,4.2,43.8,18.0,,,,,,,missing r1s and r2s
9100-23970,07/27/2012,10:20,HOLZ,FCE,RUHU,AHY,F,4.6,42.7,18.2,27.0,,,,,,
9100-23971,07/27/2012,10:20,HOLZ,TBE,RUHU,AHY,F,3.7,44.6,17.8,27.1,,,,,,
9100-23972,07/27/2012,10:30,HOLZ,TBE,RUHU,AHY,F,4.0,43.3,17.0,26.0,,,,,,
9100-23973,07/27/2012,10:55,HOLZ,FCE,RUHU,AHY,F,3.7,44.6,18.2,28.1,,,,,,
9100-23974,07/27/2012,10:55,HOLZ,TBE,RUHU,AHY,F,4.5,43.6,16.6,27.0,,,,,,
9100-23975,07/27/2012,11:15,HOLZ,TBE,RUHU,AHY,F,4.4,45.2,17.0,27.0,,,,,,
9100-23976,07/26/2012,9:54,CC3,FCE,BTLH,AHY,F,3.3,48.5,18.1,29.5,,,,,,
9100-23977,07/26/2012,10:05,CC3,FCE,BTLH,AHY,F,3.5,51.4,18.0,29.4,,,,,,
9100-23978,07/26/2012,10:25,CC3,FCE,BTLH,AHY,F,3.3,50.1,20.1,31.0,,,,,,
9100-23979,07/26/2012,10:36,CC3,FCE,BTLH,AHY,F,3.2,50.3,19.8,28.4,,,,,,
9100-23980,07/26/2012,10:47,CC3,FCE,BTLH,AHY,F,3.2,49.9,18.0,29.8,,,,,,
9100-23981,07/26/2012,11:08,CC3,FCE,BTLH,AHY,F,3.5,51.4,19.0,29.5,,,,,,
9100-23982,07/26/2012,18:10,MCGC,FCE,BTLH,AHY,F,3.6,50.1,20.5,31.8,,,,,,
9100-23983,07/26/2012,18:30,MCGC,FCE,BTLH,HY,F,3.8,49.7,19.0,30.0,,,,,,
9100-23984,07/26/2012,18:52,MCGC,FCE,BTLH,HY,F,3.8,49.2,18.8,29.2,,,,,,
9100-23985,07/26/2012,19:50,MCGC,TBE,BTLH,AHY,F,3.9,49.6,18.9,29.2,,,,,,
9100-23986,07/27/2012,9:20,HOLZ,FCE,BTLH,AHY,F,3.7,50.9,18.7,31.0,,,,,,
9100-23987,07/27/2012,9:28,HOLZ,FCE,BTLH,AHY,F,3.5,48.7,18.0,28.8,,,,,,
9100-23988,07/27/2012,9:39,HOLZ,FCE,BTLH,AHY,F,3.5,50.6,19.5,31.2,,,,,,
9100-23989,07/27/2012,10:00,HOLZ,FCE,BTLH,AHY,F,3.7,50.4,19.2,30.0,,,,,,
9100-23990,07/27/2012,10:00,HOLZ,TBE,BTLH,AHY,F,3.9,50.0,18.7,30.0,,,,,,
9100-23991,07/27/2012,10:00,HOLZ,FCE,BTLH,AHY,F,3.6,49.5,19.3,29.0,,,,,,
9100-23992,07/27/2012,10:20,HOLZ,FCE,BTLH,AHY,F,3.9,49.9,19.5,29.5,,,,,,
9100-23993,07/27/2012,11:05,HOLZ,FCE,BTLH,AHY,F,2.9,49.9,17.8,30.2,,,,,,
9100-23994,07/27/2012,11:05,HOLZ,FCE,BTLH,AHY,F,3.6,50.3,18.0,30.5,,,,,,
9100-23995,07/27/2012,11:15,HOLZ,FCE,BTLH,AHY,F,3.6,49.7,18.0,30.0,,,,,,
9100-23996,07/27/2012,11:15,HOLZ,FCE,BTLH,AHY,F,3.8,48.7,20.0,29.0,,,,,,
9100-23997,07/27/2012,13:35,GNMTN,TBE,BTLH,AHY,F,3.4,48.9,18.3,29.0,,,,,,
9100-23998,07/27/2012,13:35,GNMTN,FCE,BTLH,AHY,F,3.3,49.1,18.5,30.0,,,,,,
9100-23999,07/27/2012,13:35,GNMTN,TBE,BTLH,HY,F,3.1,49.7,18.0,30.5,,,,,,
9100-24000,07/27/2012,14:41,GNMTN,FCE,BTLH,AHY,F,3.5,51.1,19.8,31.0,,,,,,former E90129
9100-24001,07/27/2012,14:10,GNMTN,FCE,CAHU,AHY,M,3.2,39.9,14.0,18.8,,,,,,
9100-24002,07/28/2012,18:20,MCGC,FCE,CAHU,AHY,M,3.4,38.9,15.3,18.4,,,,,,
9100-24003,08/01/2012,10:51,HPK2,FCE,CAHU,AHY,F,3.0,43.3,15.8,21.9,,,,,,
9100-24004,08/03/2012,19:10,MCGC,FCE,CAHU,HY,M,3.3,42.9,14.0,20.5,,,,,,
9100-24005,08/04/2012,8:30,MCGC,FCE,CAHU,HY,F,2.7,42.9,15.0,22.0,,,,,,
9100-24006,08/04/2012,17:10,MP1,FCE,CAHU,HY,F,3.2,43.7,16.0,23.0,,,,,,
9100-24007,08/05/2012,10:15,HPK2,FCE,CAHU,AHY,F,3.1,42.5,15.1,20.3,,,,,,
9100-24008,08/05/2012,10:42,HPK2,FCE,CAHU,AHY,M,3.3,38.4,14.6,17.6,,,,,,
9100-24009,08/05/2012,11:27,HPK2,FCE,CAHU,HY,F,3.2,43.1,15.0,21.5,,,,,,
9100-24010,08/05/2012,16:23,MP1,FCE,CAHU,HY,M,2.8,40.8,15.3,20.2,,,,,,
9100-24011,07/27/2012,14:55,GNMTN,FCE,BTLH,AHY,F,3.4,50.0,19.4,30.5,,,,,,
9100-24012,07/27/2012,15:03,GNMTN,FCE,BTLH,AHY,F,3.5,50.6,18.1,30.7,,,,,,
9100-24013,07/27/2012,15:03,GNMTN,TBE,BTLH,AHY,F,3.6,,,,,,,,,
9100-24014,07/27/2012,15:12,GNMTN,TBE,BTLH,AHY,F,3.4,49.6,18.8,29.5,,,,,,
9100-24015,07/27/2012,15:12,GNMTN,FCE,BTLH,AHY,F,3.4,50.2,19.1,31.1,,,,,,
9100-24016,07/27/2012,15:12,GNMTN,TBE,BTLH,AHY,F,3.6,48.2,19.0,30.0,,,,,,
9100-24017,07/27/2012,17:22,KV1,TBE,BTLH,AHY,F,3.5,48.6,18.6,29.4,,,,,,
9100-24018,07/27/2012,17:40,KV1,TBE,BTLH,AHY,F,3.9,,,,,,,,,
9100-24019,07/27/2012,18:00,KV1,FCE,BTLH,AHY,F,3.9,50.2,18.2,29.5,,,,,,
9100-24020,07/28/2012,16:25,MCGC,FCE,BTLH,AHY,F,3.8,50.1,19.5,30.3,,,,,,
9100-24021,07/28/2012,16:25,MCGC,FCE,BTLH,AHY,F,3.4,51.0,20.1,30.6,,,,,,
9100-24022,07/28/2012,16:50,MCGC,FCE,BTLH,AHY,F,3.8,51.3,20.1,31.9,,,,,,
9100-24023,07/28/2012,17:20,MCGC,FCE,BTLH,AHY,F,3.8,49.9,19.1,30.0,,,,,,
9100-24024,07/28/2012,18:20,MCGC,FCE,BTLH,AHY,F,3.6,50.4,19.0,30.0,,,,,,
9100-24025,07/28/2012,18:20,MCGC,FCE,BTLH,AHY,F,3.7,50.0,19.1,31.2,,,,,,
9100-24026,07/28/2012,19:15,MCGC,FCE,BTLH,AHY,F,3.7,49.2,19.1,29.2,,,,,,
9100-24027,07/28/2012,19:22,MCGC,FCE,BTLH,AHY,F,5.1,50.2,18.7,29.9,,,,,,fat
9100-24028,07/29/2012,6:28,MCGC,TBE,BTLH,HY,F,3.4,47.7,18.7,29.0,,,,,,
9100-24029,07/29/2012,6:50,MCGC,TBE,BTLH,AHY,F,3.3,48.5,18.3,30.0,,,,,,
9100-24030,07/29/2012,7:02,MCGC,FCE,BTLH,AHY,F,3.4,50.2,18.1,30.5,,,,,,
9100-24031,07/29/2012,7:02,MCGC,FCE,BTLH,AHY,F,3.9,49.6,18.8,30.2,,,,,,
9100-24032,08/01/2012,9:25,HPK2,FCE,BTLH,AHY,F,3.8,50.8,20.1,30.0,,,,,,
9100-24033,08/01/2012,10:03,HPK2,FCE,BTLH,AHY,F,4.2,49.5,20.0,30.1,,,,,,
9100-24034,08/01/2012,18:30,MCGC,TBE,BTLH,HY,F,3.8,48.7,18.2,29.5,,,,,,
9100-24035,08/01/2012,18:52,MCGC,FCE,BTLH,AHY,F,4.1,50.8,17.8,31.0,,,,,,
9100-24036,08/02/2012,10:58,KV1,FCE,BTLH,AHY,F,3.5,49.6,20.0,31.1,,,,,,
9100-24037,08/02/2012,11:06,KV1,FCE,BTLH,AHY,F,3.3,49.9,19.8,31.0,,,,,,
9100-24038,08/02/2012,11:06,KV1,FCE,BTLH,AHY,F,3.4,51.5,18.8,30.3,,,,,,
9100-24039,08/02/2012,11:06,KV1,FCE,BTLH,AHY,F,3.3,51.7,20.0,30.0,,,,,,
9100-24040,08/02/2012,12:00,KV1,FCE,BTLH,AHY,F,3.5,49.9,19.5,30.5,,,,,,
9100-24041,07/27/2012,11:15,HOLZ,FCE,RUHU,AHY,F,3.8,44.2,16.9,27.2,,,,,,
9100-24042,07/27/2012,13:00,GNMTN,TBE,RUHU,AHY,F,3.1,42.2,17.1,28.0,,,,,,
9100-24043,07/27/2012,13:59,GNMTN,FCE,RUHU,AHY,F,4.1,45.4,18.0,27.8,,,,,,
9100-24044,07/27/2012,15:12,GNMTN,FCE,RUHU,AHY,F,3.3,44.2,17.8,28.2,,,,,,
9100-24045,07/27/2012,15:38,GNMTN,FCE,RUHU,AHY,F,3.9,45.3,18.5,27.9,,,,,,
9100-24046,08/06/2012,7:25,MCGC,TBE,RUHU,HY,M,4.6,41.2,15.7,27.5,,,,,,
9100-24047,08/07/2012,11:19,MP1,FCE,RUHU,HY,M,4.2,43.5,16.0,27.1,,,,,,
9100-24048,08/08/2012,14:04,GNMTN,FCE,RUHU,HY,M,3.4,43.8,16.2,26.1,,,,,,
9100-24049,08/08/2012,16:55,HOLZ,FCE,RUHU,HY,M,4.5,42.4,16.1,26.1,,,,,,
9100-24050,08/09/2012,17:45,MCGC,TBE,RUHU,HY,M,4.1,43.8,16.5,26.0,,,,,,
9100-24051,07/28/2012,16:00,MCGC,FCE,RUHU,AHY,F,4.7,42.7,18.5,27.0,,,,,,
9100-24052,07/28/2012,16:00,MCGC,FCE,RUHU,AHY,F,4.1,44.7,18.0,27.0,,,,,,
9100-24053,07/28/2012,16:25,MCGC,FCE,RUHU,AHY,F,4.1,43.3,18.0,27.5,,,,,,
9100-24054,07/28/2012,17:20,MCGC,FCE,RUHU,AHY,F,4.3,43.6,17.0,26.5,,,,,,
9100-24055,07/28/2012,17:30,MCGC,FCE,RUHU,AHY,F,4.8,44.7,18.0,26.1,,,,,,
9100-24056,07/28/2012,18:20,MCGC,TBE,BTLH,HY,M,3.8,48.8,16.9,29.5,,,,,,
9100-24057,07/28/2012,18:20,MCGC,FCE,RUHU,AHY,F,4.1,43.3,18.0,26.0,,,,,,
9100-24058,07/28/2012,19:15,MCGC,FCE,RUHU,AHY,F,4.3,45.5,18.1,26.8,,,,,,
9100-24059,07/29/2012,6:08,MCGC,TBE,BTLH,HY,M,3.8,47.8,,29.0,,,,,,
9100-24060,07/28/2012,17:30,MCGC,FCE,RUHU,AHY,F,4.5,43.9,17.8,27.2,,,,,,
9100-24061,07/29/2012,6:50,MCGC,FCE,RUHU,AHY,F,4.1,44.1,17.2,27.9,,,,,,
9100-24062,07/29/2012,7:02,MCGC,FCE,RUHU,HY,F,4.7,46.2,17.0,28.1,,,,,,
9100-24063,08/01/2012,9:08,HPK2,FCE,BTLH,AHY,M,3.4,50.9,16.6,31.2,,,,,,
9100-24064,08/01/2012,10:10,HPK2,FCE,BTLH,HY,F,3.7,51.2,19.5,31.0,,,,,,
9100-24065,08/01/2012,18:23,MCGC,FCE,RUHU,AHY,F,4.1,44.1,18.7,30.3,,,,,,
9100-24066,08/01/2012,18:45,MCGC,FCE,RUHU,AHY,F,3.9,44.3,18.8,27.0,,,,,,
9100-24067,08/01/2012,18:52,MCGC,FCE,RUHU,HY,F,4.2,43.9,18.1,26.2,,,,,,
9100-24068,08/01/2012,18:52,MCGC,TBE,BTLH,HY,M,4.9,46.9,15.9,29.0,,,,,,
9100-24069,08/01/2012,19:12,MCGC,FCE,RUHU,AHY,F,3.7,43.6,18.0,25.5,,,,,,
