"","UBI_band","band_status","year","species","fixed_sex"
"2369","9000-39027","R",2009,"BTLH","M"
"2370","9000-39048","R",2009,"BTLH","M"
"2371","9000-39058","R",2009,"BTLH","M"
"2372","9000-39061","R",2009,"BTLH","M"
"2373","9000-39064","R",2009,"BTLH","M"
"2374","9000-39072","R",2009,"BTLH","M"
"2375","9000-39075","R",2009,"BTLH","M"
"2376","9000-39084","R",2009,"BTLH","M"
"2377","9000-39096","R",2009,"BTLH","M"
"2378","9000-39119","R",2009,"BTLH","M"
"2379","9000-39127","R",2009,"BTLH","M"
"2380","9000-39128","R",2009,"BTLH","M"
"2381","9000-39160","R",2009,"BTLH","M"
"2382","9000-39180","R",2009,"BTLH","M"
"2383","9000-39189","R",2009,"BTLH","M"
"2384","9000-39201","R",2009,"BTLH","F"
"2385","9000-39203","R",2009,"BTLH","F"
"2386","9000-39208","R",2009,"BTLH","F"
"2387","9000-39210","R",2009,"BTLH","F"
"2388","9000-39215","R",2009,"BTLH","F"
"2389","9000-39216","R",2009,"BTLH","F"
"2390","9000-39227","R",2009,"BTLH","F"
"2391","9000-39229","R",2009,"BTLH","F"
"2392","9000-39233","R",2009,"BTLH","F"
"2393","9000-39242","R",2009,"BTLH","F"
"2394","9000-39246","R",2009,"BTLH","F"
"2395","9000-90316","R",2009,"BTLH","F"
"2396","9000-39251","R",2009,"BTLH","F"
"2397","9000-39273","R",2009,"BTLH","F"
"2398","9000-39299","R",2009,"BTLH","F"
"2399","9000-39302","R",2009,"BTLH","F"
"2400","9000-39307","R",2009,"BTLH","F"
"2401","9000-39318","R",2009,"BTLH","F"
"2402","9000-39319","R",2009,"BTLH","F"
"2403","3100-41961","R",2009,"BTLH","F"
"2404","9000-39327","R",2009,"BTLH","F"
"2405","9000-39331","R",2009,"BTLH","F"
"2406","9000-39332","R",2009,"BTLH","F"
"2407","9000-39337","R",2009,"BTLH","F"
"2408","9000-39353","R",2009,"BTLH","F"
"2409","9000-39357","R",2009,"BTLH","F"
"2410","9000-39369","R",2009,"BTLH","F"
"2411","9000-39380","R",2009,"BTLH","F"
"2412","9000-39397","R",2009,"BTLH","F"
"2413","9000-39408","R",2009,"BTLH","F"
"2414","9000-39413","R",2009,"BTLH","F"
"2415","9000-39415","R",2009,"BTLH","F"
"2416","9000-39420","R",2009,"BTLH","F"
"2417","9000-39444","R",2009,"BTLH","F"
"2418","9000-39449","R",2009,"BTLH","F"
"2419","9000-39460","R",2009,"BTLH","F"
"2420","9000-39463","R",2009,"BTLH","F"
"2421","9000-39464","R",2009,"BTLH","F"
"2422","9000-39470","R",2009,"BTLH","F"
"2423","9000-39471","R",2009,"BTLH","F"
"2424","9000-39474","R",2009,"BTLH","F"
"2425","9000-39480","R",2009,"BTLH","F"
"2426","9000-39491","R",2009,"BTLH","F"
"2427","9000-39493","R",2009,"BTLH","F"
"2428","9000-39508","R",2009,"BTLH","F"
"2429","3100-42251","R",2009,"BTLH","F"
"2430","9000-39515","R",2009,"BTLH","F"
"2431","9000-39525","R",2009,"BTLH","F"
"2432","9000-39526","R",2009,"BTLH","F"
"2433","9000-39541","R",2009,"BTLH","F"
"2434","9000-39560","R",2009,"BTLH","F"
"2435","3100-41632","R",2009,"BTLH","F"
"2436","9000-39573","R",2009,"BTLH","F"
"2437","9000-39579","R",2009,"BTLH","F"
"2438","3100-41887","R",2009,"BTLH","F"
"2439","9000-39586","R",2009,"BTLH","F"
"2440","9000-39595","R",2009,"BTLH","F"
"2441","9000-39605","R",2009,"BTLH","M"
"2442","9000-39626","R",2009,"BTLH","M"
"2443","9000-39635","R",2009,"BTLH","M"
"2444","9000-39648","R",2009,"BTLH","M"
"2445","9000-39708","R",2009,"BTLH","M"
"2446","9000-39761","R",2009,"BTLH","M"
"2447","9000-39773","R",2009,"BTLH","F"
"2448","9000-39809","R",2009,"BTLH","F"
"2449","9000-39810","R",2009,"BTLH","F"
"2450","9000-39813","R",2009,"BTLH","F"
"2451","9000-39815","R",2009,"BTLH","F"
"2452","9000-39816","R",2009,"BTLH","F"
"2453","9000-39818","R",2009,"BTLH","F"
"2454","9000-39822","R",2009,"BTLH","F"
"2455","9000-39825","R",2009,"BTLH","F"
"2456","9000-39835","R",2009,"BTLH","F"
"2457","9000-39837","R",2009,"BTLH","F"
"2458","9000-39842","R",2009,"BTLH","F"
"2459","9000-39868","R",2009,"BTLH","F"
"2460","9000-39869","R",2009,"BTLH","F"
"2461","9000-39873","R",2009,"BTLH","F"
"2462","9000-39876","R",2009,"BTLH","F"
"2463","3100-42602","R",2009,"BTLH","F"
"2464","9000-39879","R",2009,"BTLH","F"
"2465","9000-39882","R",2009,"BTLH","F"
"2466","9000-39890","R",2009,"BTLH","F"
"2467","9000-39896","R",2009,"BTLH","F"
"2468","9000-39900","R",2009,"BTLH","F"
"2469","9000-39901","R",2009,"BTLH","F"
"2470","9000-39905","R",2009,"BTLH","F"
"2471","9000-39919","R",2009,"BTLH","F"
"2472","9000-39923","R",2009,"BTLH","F"
"2473","9000-39923","R",2009,"BTLH","F"
"2474","9000-39927","R",2009,"BTLH","F"
"2475","9000-39930","R",2009,"BTLH","F"
"2476","9000-39931","R",2009,"BTLH","F"
"2477","9000-39932","R",2009,"BTLH","F"
"2478","9000-39935","R",2009,"BTLH","F"
"2479","9000-39936","R",2009,"BTLH","F"
"2480","9000-39937","R",2009,"BTLH","F"
"2481","9000-39943","R",2009,"BTLH","F"
"2482","9000-39947","R",2009,"BTLH","F"
"2483","9000-39954","R",2009,"BTLH","F"
"2484","3100-42079","R",2009,"BTLH","F"
"2485","9000-39970","R",2009,"BTLH","F"
"2486","9000-39971","R",2009,"BTLH","F"
"2487","9000-39996","R",2009,"BTLH","F"
"2488","9000-40038","R",2009,"BTLH","M"
"2489","9000-40063","R",2009,"BTLH","F"
"2490","9000-40076","R",2009,"BTLH","F"
"2491","9000-40079","R",2009,"BTLH","F"
"2492","9000-40083","R",2009,"BTLH","F"
"2493","9000-40108","R",2009,"BTLH","F"
"2494","9000-40116","R",2009,"BTLH","F"
"2495","9000-40118","R",2009,"BTLH","F"
"2496","9000-40135","R",2009,"BTLH","F"
"2497","9000-40140","R",2009,"BTLH","F"
"2498","9000-40150","R",2009,"BTLH","M"
"2499","9000-40171","R",2009,"BTLH","M"
"2500","9000-40183","R",2009,"BTLH","F"
"2501","9000-40192","R",2009,"BTLH","M"
"2502","9000-90009","R",2009,"BTLH","F"
"2503","9000-90049","R",2009,"BTLH","M"
"2504","9000-89902","R",2009,"BTLH","M"
"2505","9000-89903","R",2009,"BTLH","M"
"2506","9000-89910","R",2009,"BTLH","M"
"2507","9000-89915","R",2009,"BTLH","M"
"2508","9000-89927","R",2009,"BTLH","M"
"2509","9000-89932","R",2009,"BTLH","M"
"2510","9000-89944","R",2009,"BTLH","M"
"2511","9000-89948","R",2009,"BTLH","M"
"2512","9000-89952","R",2009,"BTLH","M"
"2513","9000-89954","R",2009,"BTLH","M"
"2514","9000-89959","R",2009,"BTLH","M"
"2515","9000-89970","R",2009,"BTLH","M"
"2516","9000-89972","R",2009,"BTLH","M"
"2517","9000-89978","R",2009,"BTLH","M"
"2518","9000-89980","R",2009,"BTLH","M"
"2519","9000-89981","R",2009,"BTLH","M"
"2520","9000-89982","R",2009,"BTLH","M"
"2521","9000-89983","R",2009,"BTLH","M"
"2522","9000-89984","R",2009,"BTLH","M"
"2523","9000-89988","R",2009,"BTLH","M"
"2524","9000-89991","R",2009,"BTLH","M"
"2525","9000-89996","R",2009,"BTLH","M"
"2526","9000-89997","R",2009,"BTLH","M"
"2527","9000-89998","R",2009,"BTLH","M"
"2528","9000-90000","R",2009,"BTLH","M"
"2529","9000-90095","R",2009,"BTLH","F"
"2530","9000-90096","R",2009,"BTLH","F"
"2531","9000-90097","R",2009,"BTLH","F"
"2532","9000-90098","R",2009,"BTLH","F"
"2533","9000-90116","R",2009,"BTLH","M"
"2534","9000-90118","R",2009,"BTLH","M"
"2535","9000-90125","R",2009,"BTLH","F"
"2536","9000-90126","R",2009,"BTLH","F"
"2537","9000-90129","R",2009,"BTLH","F"
"2538","9000-90137","R",2009,"BTLH","F"
"2539","9000-90138","R",2009,"BTLH","F"
"2540","9000-90141","R",2009,"BTLH","F"
"2541","9000-90142","R",2009,"BTLH","F"
"2542","9000-90143","R",2009,"BTLH","F"
"2543","9000-90144","R",2009,"BTLH","F"
"2544","9000-90145","R",2009,"BTLH","F"
"2545","9000-90146","R",2009,"BTLH","F"
"2546","9000-90147","R",2009,"BTLH","F"
"2547","9000-90148","R",2009,"BTLH","F"
"2548","9000-90149","R",2009,"BTLH","F"
"2549","9000-90150","R",2009,"BTLH","F"
"2550","9000-90155","R",2009,"BTLH","F"
"2551","9000-90157","R",2009,"BTLH","F"
"2552","9000-90159","R",2009,"BTLH","F"
"2553","9000-90164","R",2009,"BTLH","F"
"2554","9000-90165","R",2009,"BTLH","F"
"2555","9000-90166","R",2009,"BTLH","F"
"2556","9000-90168","R",2009,"BTLH","F"
"2557","9000-90170","R",2009,"BTLH","F"
"2558","9000-90174","R",2009,"BTLH","F"
"2559","9000-90175","R",2009,"BTLH","M"
"2560","9000-90178","R",2009,"BTLH","F"
"2561","9000-90181","R",2009,"BTLH","F"
"2562","9000-90182","R",2009,"BTLH","F"
"2563","9000-90187","R",2009,"BTLH","F"
"2564","9000-90189","R",2009,"BTLH","F"
"2565","9000-90197","R",2009,"BTLH","F"
"2566","9000-90199","R",2009,"BTLH","F"
"2567","9000-90214","R",2009,"BTLH","F"
"2568","9000-90215","R",2009,"BTLH","F"
"2569","9000-90219","R",2009,"BTLH","F"
"2570","9000-90222","R",2009,"BTLH","F"
"2571","9000-90224","R",2009,"BTLH","F"
"2572","9000-90251","R",2009,"BTLH","F"
"2573","9000-90253","R",2009,"BTLH","F"
"2574","9000-90256","R",2009,"BTLH","F"
"2575","9000-90259","R",2009,"BTLH","F"
"2576","9000-90261","R",2009,"BTLH","F"
"2577","9000-90263","R",2009,"BTLH","F"
"2578","9000-90266","R",2009,"BTLH","F"
"2579","9000-90274","R",2009,"BTLH","F"
"2580","3100-42160","R",2009,"BTLH","F"
"2581","9000-90293","R",2009,"BTLH","F"
"2582","9000-90298","R",2009,"BTLH","F"
"2583","9000-90299","R",2009,"BTLH","F"
"2584","9000-90304","R",2009,"BTLH","F"
"2585","9000-90306","R",2009,"BTLH","F"
"2586","9000-90307","R",2009,"BTLH","F"
"2587","3100-41731","R",2009,"BTLH","F"
"2588","9000-90310","R",2009,"BTLH","F"
"2589","9000-90314","R",2009,"BTLH","F"
"2590","9000-90318","R",2009,"BTLH","F"
"2591","9000-90320","R",2009,"BTLH","F"
"2592","3100-41690","R",2009,"BTLH","F"
"2593","9000-90333","R",2009,"BTLH","F"
"2594","9000-90339","R",2009,"BTLH","F"
"2595","9000-90340","R",2009,"BTLH","F"
"2596","9000-90342","R",2009,"BTLH","F"
"2597","9000-90348","R",2009,"BTLH","F"
"2598","9000-90349","R",2009,"BTLH","F"
"2599","9000-90368","R",2009,"BTLH","F"
"2600","9000-90369","R",2009,"BTLH","F"
"2601","9000-90370","R",2009,"BTLH","F"
"2602","9000-90374","R",2009,"BTLH","F"
"2603","9000-90376","R",2009,"BTLH","F"
"2604","9000-90380","R",2009,"BTLH","F"
"2605","9000-90381","R",2009,"BTLH","F"
"2606","9000-90382","R",2009,"BTLH","F"
"2607","9000-90383","R",2009,"BTLH","F"
"2608","9000-90384","R",2009,"BTLH","F"
"2609","9000-90385","R",2009,"BTLH","F"
"2610","9000-90386","R",2009,"BTLH","F"
"2611","9000-90400","R",2009,"BTLH","F"
"2612","9000-90401","R",2009,"BTLH","F"
"2613","9000-90403","R",2009,"BTLH","F"
"2614","3100-42617","R",2009,"BTLH","F"
"2615","9000-90407","R",2009,"BTLH","F"
"2616","9000-90411","R",2009,"BTLH","F"
"2617","9000-90420","R",2009,"BTLH","F"
"2618","9000-90424","R",2009,"BTLH","F"
"2619","9000-90428","R",2009,"BTLH","F"
"2620","9000-90429","R",2009,"BTLH","F"
"2621","9000-90446","R",2009,"BTLH","F"
"2622","9000-90449","R",2009,"BTLH","F"
"2623","9000-90452","R",2009,"BTLH","F"
"2624","9000-90453","R",2009,"BTLH","F"
"2625","9000-90462","R",2009,"BTLH","F"
"2626","9000-90467","R",2009,"BTLH","F"
"2627","9000-90477","R",2009,"BTLH","M"
"2628","9000-90481","R",2009,"BTLH","M"
"2629","9000-90483","R",2009,"BTLH","M"
"2630","9000-90491","R",2009,"BTLH","M"
"2631","9000-90493","R",2009,"BTLH","M"
"2632","9000-90495","R",2009,"BTLH","M"
"2633","9000-90500","R",2009,"BTLH","M"
"2634","9000-90506","R",2009,"BTLH","F"
"2635","9000-90514","R",2009,"BTLH","F"
"2636","9000-90518","R",2009,"BTLH","F"
"2637","9000-90522","R",2009,"BTLH","F"
"2638","9000-90524","R",2009,"BTLH","F"
"2639","9000-90526","R",2009,"BTLH","F"
"2640","9000-90531","R",2009,"BTLH","F"
"2641","9000-90536","R",2009,"BTLH","F"
"2642","9000-90538","R",2009,"BTLH","F"
"2643","9000-90541","R",2009,"BTLH","F"
"2644","9000-90545","R",2009,"BTLH","F"
"2645","9000-90549","R",2009,"BTLH","F"
"2646","9000-90550","R",2009,"BTLH","F"
"2647","9000-90560","R",2009,"BTLH","M"
"2648","9000-90568","R",2009,"BTLH","M"
"2649","9000-90601","R",2009,"BTLH","M"
"2650","9000-90607","R",2009,"BTLH","M"
"2651","9000-90636","R",2009,"BTLH","M"
"2652","9000-90654","R",2009,"BTLH","F"
"2653","9000-90658","R",2009,"BTLH","F"
"2654","9000-90660","R",2009,"BTLH","F"
"2655","9000-90662","R",2009,"BTLH","F"
"2656","9000-90675","R",2009,"BTLH","F"
"2657","9000-90677","R",2009,"BTLH","F"
"2658","9000-90683","R",2009,"BTLH","F"
"2659","9000-90687","R",2009,"BTLH","F"
"2660","9000-90698","R",2009,"BTLH","F"
"2661","9000-90729","R",2009,"BTLH","F"
"2662","9000-90738","R",2009,"BTLH","F"
"2663","9000-90744","R",2009,"BTLH","F"
"2664","9000-90752","R",2009,"BTLH","F"
"2665","9000-90755","R",2009,"BTLH","F"
"2666","9000-90756","R",2009,"BTLH","F"
"2667","9000-90757","R",2009,"BTLH","F"
"2668","9000-90758","R",2009,"BTLH","F"
"2669","9000-90764","R",2009,"BTLH","F"
"2670","9000-90768","R",2009,"BTLH","F"
"2671","9000-90770","R",2009,"BTLH","F"
"2672","9000-90854","R",2009,"BTLH","F"
"2673","9000-90856","R",2009,"BTLH","F"
"2674","9000-90857","R",2009,"BTLH","F"
"2675","9000-90867","R",2009,"BTLH","F"
"2676","9000-90868","R",2009,"BTLH","F"
"2677","9000-90869","R",2009,"BTLH","F"
"2678","9000-90870","R",2009,"BTLH","F"
"2679","9000-90871","R",2009,"BTLH","F"
"2680","9000-90872","R",2009,"BTLH","F"
"2681","9000-90873","R",2009,"BTLH","F"
"2682","9000-90874","R",2009,"BTLH","F"
"2683","9000-90875","R",2009,"BTLH","F"
"2684","9000-90878","R",2009,"BTLH","F"
"2685","9000-90879","R",2009,"BTLH","F"
"2686","9000-90880","R",2009,"BTLH","F"
"2687","9000-90885","R",2009,"BTLH","F"
"2688","9000-90886","R",2009,"BTLH","F"
"2689","9000-90888","R",2009,"BTLH","F"
"2690","9000-90894","R",2009,"BTLH","F"
"2691","9000-90910","R",2009,"BTLH","F"
"2692","9000-90913","R",2009,"BTLH","F"
"2693","9000-90915","R",2009,"BTLH","F"
"2694","9000-90931","R",2009,"BTLH","F"
"2695","9000-90932","R",2009,"BTLH","F"
"2696","9000-90938","R",2009,"BTLH","F"
"2697","9000-90941","R",2009,"BTLH","F"
"2698","9000-90950","R",2009,"BTLH","F"
"2699","9000-90966","R",2009,"BTLH","M"
"2700","9000-91001","R",2009,"BTLH","F"
"2701","9000-91002","R",2009,"BTLH","F"
"2702","9000-91010","R",2009,"BTLH","F"
"2703","9000-91020","R",2009,"BTLH","F"
"2704","9000-91022","R",2009,"BTLH","F"
"2705","9000-91024","R",2009,"BTLH","F"
"2706","9000-91026","R",2009,"BTLH","F"
"2707","3100-42173","R",2009,"BTLH","F"
"2708","9000-91039","R",2009,"BTLH","F"
"2709","9000-91048","R",2009,"BTLH","F"
"2710","9000-91054","R",2009,"BTLH","F"
"2711","9000-91060","R",2009,"BTLH","F"
"2712","9000-91091","R",2009,"BTLH","M"
"2713","9000-91096","R",2009,"BTLH","M"
"2714","9000-91125","R",2009,"BTLH","F"
"2715","9000-91125","R",2009,"BTLH","F"
"2716","9000-91143","R",2009,"BTLH","F"
"2717","9000-91146","R",2009,"BTLH","F"
"2718","9000-91147","R",2009,"BTLH","F"
"2719","9000-91155","R",2009,"BTLH","F"
"2720","9000-91157","R",2009,"BTLH","F"
"2721","9000-91158","R",2009,"BTLH","F"
"2722","9000-91165","R",2009,"BTLH","F"
"2723","9000-91166","R",2009,"BTLH","F"
"2724","9000-91168","R",2009,"BTLH","F"
"2725","9000-91171","R",2009,"BTLH","F"
"2726","9000-91172","R",2009,"BTLH","F"
"2727","9000-91173","R",2009,"BTLH","F"
"2728","9000-91174","R",2009,"BTLH","F"
"2729","9000-91197","R",2009,"BTLH","F"
"2730","9000-91201","R",2009,"BTLH","F"
"2731","9000-91208","R",2009,"BTLH","F"
"2732","9000-91210","R",2009,"BTLH","F"
"2733","9000-91214","R",2009,"BTLH","F"
"2734","9000-91216","R",2009,"BTLH","F"
"2735","9000-91223","R",2009,"BTLH","F"
"2736","9000-91227","R",2009,"BTLH","F"
"2737","9000-91249","R",2009,"BTLH","M"
"2738","9000-91251","R",2009,"BTLH","M"
"2739","9000-91273","R",2009,"BTLH","F"
"2740","9000-91279","R",2009,"BTLH","F"
"2741","9000-91286","R",2009,"BTLH","M"
"2742","9000-91287","R",2009,"BTLH","M"
"2743","9000-91319","R",2009,"BTLH","F"
"2744","9000-91329","R",2009,"BTLH","F"
"2745","9000-91338","R",2009,"BTLH","F"
"2746","9000-91339","R",2009,"BTLH","F"
"2747","9000-91340","R",2009,"BTLH","F"
"2748","9000-91347","R",2009,"BTLH","F"
"2749","9000-91348","R",2009,"BTLH","F"
"2750","9000-91359","R",2009,"BTLH","F"
"2751","9000-91371","R",2009,"BTLH","M"
"2752","9000-91384","R",2009,"BTLH","M"
"2753","9000-41405","R",2009,"BTLH","F"
"2754","3100-41414","R",2009,"BTLH","F"
"2755","3100-41422","R",2009,"BTLH","F"
"2756","3100-41429","R",2009,"BTLH","F"
"2757","3100-41435","R",2009,"BTLH","F"
"2758","3100-41438","R",2009,"BTLH","F"
"2759","3100-41439","R",2009,"BTLH","F"
"2760","3100-41443","R",2009,"BTLH","F"
"2761","3100-41448","R",2009,"BTLH","F"
"2762","3100-41477","R",2009,"BTLH","M"
"2763","3100-41480","R",2009,"BTLH","M"
"2764","3100-41500","R",2009,"BTLH","F"
"2765","3100-41507","R",2009,"BTLH","F"
"2766","3100-41510","R",2009,"BTLH","F"
"2767","3100-41515","R",2009,"BTLH","F"
"2768","3100-41534","R",2009,"BTLH","F"
"2769","3100-41540","R",2009,"BTLH","F"
"2770","3100-41558","R",2009,"BTLH","M"
"2771","3100-41560","R",2009,"BTLH","M"
"2772","3100-41564","R",2009,"BTLH","M"
"2773","3100-41570","R",2009,"BTLH","M"
"2774","3100-41578","R",2009,"BTLH","M"
"2775","3100-41581","R",2009,"BTLH","M"
"2776","3100-41583","R",2009,"BTLH","M"
"2777","3100-41584","R",2009,"BTLH","M"
"2778","3100-41585","R",2009,"BTLH","M"
"2779","3100-41586","R",2009,"BTLH","M"
"2780","3100-41587","R",2009,"BTLH","M"
"2781","3100-41588","R",2009,"BTLH","M"
"2782","3100-41589","R",2009,"BTLH","M"
"2783","3100-41592","R",2009,"BTLH","F"
"2784","3100-41593","R",2009,"BTLH","F"
"2785","3100-41601","R",2009,"BTLH","F"
"2786","3100-41602","R",2009,"BTLH","M"
"2787","3100-41610","R",2009,"BTLH","F"
"2788","3100-41618","R",2009,"BTLH","F"
"2789","3100-41622","R",2009,"BTLH","F"
"2790","3100-41623","R",2009,"BTLH","M"
"2791","3100-41635","R",2009,"BTLH","F"
"2792","3100-41636","R",2009,"BTLH","M"
"2793","3100-41640","R",2009,"BTLH","F"
"2794","3100-41642","R",2009,"BTLH","M"
"2795","3100-41646","R",2009,"BTLH","M"
"2796","3100-41647","R",2009,"BTLH","M"
"2797","3100-41653","R",2009,"BTLH","M"
"2798","3100-41654","R",2009,"BTLH","F"
"2799","3100-41655","R",2009,"BTLH","F"
"2800","3100-41658","R",2009,"BTLH","F"
"2801","3100-41660","R",2009,"BTLH","F"
"2802","3100-41662","R",2009,"BTLH","F"
"2803","3100-41664","R",2009,"BTLH","F"
"2804","3100-41665","R",2009,"BTLH","F"
"2805","3100-41668","R",2009,"BTLH","F"
"2806","3100-41669","R",2009,"BTLH","F"
"2807","3100-41672","R",2009,"BTLH","F"
"2808","3100-41678","R",2009,"BTLH","F"
"2809","3100-41680","R",2009,"BTLH","F"
"2810","3100-41686","R",2009,"BTLH","F"
"2811","3100-41688","R",2009,"BTLH","F"
"2812","3100-41689","R",2009,"BTLH","F"
"2813","3100-41692","R",2009,"BTLH","F"
"2814","3100-41697","R",2009,"BTLH","F"
"2815","3100-41698","R",2009,"BTLH","F"
"2816","3100-41701","R",2009,"BTLH","M"
"2817","3100-41703","R",2009,"BTLH","M"
"2818","3100-41704","R",2009,"BTLH","M"
"2819","3100-41706","R",2009,"BTLH","M"
"2820","3100-41707","R",2009,"BTLH","M"
"2821","3100-41709","R",2009,"BTLH","M"
"2822","3100-41711","R",2009,"BTLH","M"
"2823","3100-41712","R",2009,"BTLH","M"
"2824","3100-41724","R",2009,"BTLH","M"
"2825","3100-41727","R",2009,"BTLH","M"
"2826","3100-41734","R",2009,"BTLH","F"
"2827","3100-41739","R",2009,"BTLH","F"
"2828","3100-41740","R",2009,"BTLH","F"
"2829","3100-41741","R",2009,"BTLH","F"
"2830","3100-41747","R",2009,"BTLH","F"
"2831","3100-41752","R",2009,"BTLH","F"
"2832","3100-41753","R",2009,"BTLH","F"
"2833","3100-41755","R",2009,"BTLH","F"
"2834","3100-41759","R",2009,"BTLH","F"
"2835","3100-41760","R",2009,"BTLH","F"
"2836","3100-41766","R",2009,"BTLH","F"
"2837","3100-41768","R",2009,"BTLH","F"
"2838","3100-41771","R",2009,"BTLH","F"
"2839","3100-41780","R",2009,"BTLH","M"
"2840","3100-41788","R",2009,"BTLH","M"
"2841","3100-41789","R",2009,"BTLH","M"
"2842","3100-41794","R",2009,"BTLH","M"
"2843","3100-41796","R",2009,"BTLH","M"
"2844","3100-41798","R",2009,"BTLH","M"
"2845","3100-41807","R",2009,"BTLH","F"
"2846","3100-41811","R",2009,"BTLH","F"
"2847","3100-41812","R",2009,"BTLH","F"
"2848","3100-41815","R",2009,"BTLH","F"
"2849","3100-41817","R",2009,"BTLH","F"
"2850","3100-41818","R",2009,"BTLH","F"
"2851","3100-41819","R",2009,"BTLH","F"
"2852","3100-41843","R",2009,"BTLH","M"
"2853","3100-41852","R",2009,"BTLH","M"
"2854","3100-41857","R",2009,"BTLH","M"
"2855","3100-41859","R",2009,"BTLH","M"
"2856","3100-41860","R",2009,"BTLH","M"
"2857","3100-41871","R",2009,"BTLH","M"
"2858","3100-41875","R",2009,"BTLH","M"
"2859","3100-41878","R",2009,"BTLH","F"
"2860","3100-41881","R",2009,"BTLH","F"
"2861","3100-41882","R",2009,"BTLH","F"
"2862","3100-41898","R",2009,"BTLH","F"
"2863","3100-41899","R",2009,"BTLH","F"
"2864","3100-41926","R",2009,"BTLH","F"
"2865","3100-41927","R",2009,"BTLH","F"
"2866","3100-41928","R",2009,"BTLH","F"
"2867","3100-41930","R",2009,"BTLH","F"
"2868","3100-41952","R",2009,"BTLH","M"
"2869","3100-41953","R",2009,"BTLH","M"
"2870","3100-41958","R",2009,"BTLH","M"
"2871","3100-41959","R",2009,"BTLH","M"
"2872","3100-41960","R",2009,"BTLH","M"
"2873","3100-41965","R",2009,"BTLH","F"
"2874","3100-41973","R",2009,"BTLH","F"
"2875","3100-41979","R",2009,"BTLH","F"
"2876","3100-41980","R",2009,"BTLH","F"
"2877","3100-41981","R",2009,"BTLH","F"
"2878","3100-41982","R",2009,"BTLH","F"
"2879","3100-41983","R",2009,"BTLH","F"
"2880","3100-41988","R",2009,"BTLH","F"
"2881","3100-41991","R",2009,"BTLH","F"
"2882","3100-41992","R",2009,"BTLH","F"
"2883","3100-41995","R",2009,"BTLH","F"
"2884","3100-42012","R",2009,"BTLH","F"
"2885","3100-42036","R",2009,"BTLH","F"
"2886","3100-42039","R",2009,"BTLH","F"
"2887","3100-42042","R",2009,"BTLH","F"
"2888","3100-42048","R",2009,"BTLH","F"
"2889","3100-42053","R",2009,"BTLH","F"
"2890","3100-42054","R",2009,"BTLH","F"
"2891","3100-42057","R",2009,"BTLH","F"
"2892","3100-42077","R",2009,"BTLH","F"
"2893","3100-42078","R",2009,"BTLH","F"
"2894","3100-42080","R",2009,"BTLH","F"
"2895","3100-42090","R",2009,"BTLH","F"
"2896","3100-42096","R",2009,"BTLH","F"
"2897","3100-42097","R",2009,"BTLH","F"
"2898","3100-42110","R",2009,"BTLH","F"
"2899","3100-42111","R",2009,"BTLH","F"
"2900","3100-42112","R",2009,"BTLH","F"
"2901","3100-42113","R",2009,"BTLH","F"
"2902","3100-42114","R",2009,"BTLH","F"
"2903","3100-42121","R",2009,"BTLH","F"
"2904","3100-42122","R",2009,"BTLH","F"
"2905","3100-42123","R",2009,"BTLH","F"
"2906","3100-42166","R",2009,"BTLH","F"
"2907","3100-42183","R",2009,"BTLH","F"
"2908","3100-42185","R",2009,"BTLH","F"
"2909","3100-42187","R",2009,"BTLH","F"
"2910","3100-42188","R",2009,"BTLH","F"
"2911","3100-42190","R",2009,"BTLH","F"
"2912","3100-42192","R",2009,"BTLH","F"
"2913","3100-42193","R",2009,"BTLH","F"
"2914","3100-42194","R",2009,"BTLH","F"
"2915","3100-42211","R",2009,"BTLH","F"
"2916","3100-42213","R",2009,"BTLH","F"
"2917","3100-42214","R",2009,"BTLH","F"
"2918","3100-42215","R",2009,"BTLH","F"
"2919","3100-42216","R",2009,"BTLH","F"
"2920","3100-42217","R",2009,"BTLH","F"
"2921","3100-42218","R",2009,"BTLH","F"
"2922","3100-42219","R",2009,"BTLH","F"
"2923","3100-42220","R",2009,"BTLH","F"
"2924","3100-42221","R",2009,"BTLH","F"
"2925","3100-42222","R",2009,"BTLH","F"
"2926","3100-42224","R",2009,"BTLH","F"
"2927","3100-42225","R",2009,"BTLH","F"
"2928","3100-42227","R",2009,"BTLH","F"
"2929","3100-42228","R",2009,"BTLH","F"
"2930","3100-42231","R",2009,"BTLH","F"
"2931","3100-42233","R",2009,"BTLH","F"
"2932","3100-42235","R",2009,"BTLH","F"
"2933","3100-42239","R",2009,"BTLH","F"
"2934","3100-42241","R",2009,"BTLH","F"
"2935","3100-42242","R",2009,"BTLH","F"
"2936","3100-42243","R",2009,"BTLH","F"
"2937","3100-42244","R",2009,"BTLH","F"
"2938","3100-42248","R",2009,"BTLH","F"
"2939","3100-42254","R",2009,"BTLH","F"
"2940","3100-42259","R",2009,"BTLH","F"
"2941","3100-42260","R",2009,"BTLH","F"
"2942","3100-42266","R",2009,"BTLH","F"
"2943","3100-42267","R",2009,"BTLH","F"
"2944","3100-42272","R",2009,"BTLH","F"
"2945","3100-42274","R",2009,"BTLH","F"
"2946","3100-42275","R",2009,"BTLH","F"
"2947","3100-42276","R",2009,"BTLH","M"
"2948","3100-42278","R",2009,"BTLH","M"
"2949","3100-42280","R",2009,"BTLH","M"
"2950","3100-42281","R",2009,"BTLH","M"
